Country,Code,Year,avg_years_of_schooling,Both sexes,Male,Female,Continent,suicides_per_100k,gdp
Kazakhstan,KAZ,2013,11.6,211,299,122,Asia,296.67,"236,634,552,078"
Hungary,HUN,2013,12.0,136,186,87,Europe,266.23,"135,215,704,419"
Seychelles,SYC,2013,9.1,171,241,93,Africa,131.4,"1,328,091,524"
Costa Rica,CRI,2013,8.5,97,126,68,North America,89.26,"49,745,088,112"
Kuwait,KWT,2013,6.7,82,96,60,Asia,9.879999999999999,"174,161,142,454"
Qatar,QAT,2013,9.9,65,69,48,Asia,8.23,"198,727,747,253"
Turkey,TUR,2013,7.7,109,145,75,Asia,35.42,"950,579,413,279"
Lithuania,LTU,2013,11.9,179,267,91,Europe,444.56,"46,417,340,375"
Kyrgyzstan,KGZ,2013,10.7,183,254,112,Asia,109.84,"7,335,027,592"
Serbia,SRB,2013,10.4,107,142,72,Europe,217.73,"45,519,650,911"
Belgium,BEL,2013,11.4,77,95,58,Europe,201.54999999999998,"520,925,468,953"
Greece,GRC,2013,10.4,68,93,43,Europe,55.11,"239,862,011,450"
Iceland,ISL,2013,11.9,53,68,38,Europe,221.24,"15,548,321,544"
Croatia,HRV,2013,11.0,96,132,59,Europe,210.3,"58,085,856,019"
Romania,ROU,2013,10.9,134,188,79,Europe,137.99,"191,549,024,911"
Armenia,ARM,2013,11.4,121,181,69,Asia,37.48,"11,121,465,767"
Barbados,BRB,2013,10.5,101,129,76,North America,0.0,"4,612,500,000"
Sweden,SWE,2013,12.2,56,68,44,Europe,158.20000000000002,"578,742,001,488"
Belarus,BLR,2013,12.0,183,273,95,Europe,273.32,"75,527,984,234"
Saint Lucia,LCA,2013,8.4,149,181,117,North America,114.1,"1,489,928,889"
Turkmenistan,TKM,2013,9.8,196,260,134,Asia,23.29,"39,197,543,860"
Portugal,PRT,2013,8.6,78,113,46,Europe,132.73,"226,073,492,966"
Thailand,THA,2013,7.5,154,211,96,Asia,79.56,"420,333,333,333"
Luxembourg,LUX,2013,11.8,60,76,43,Europe,91.48,"61,739,352,212"
Bahamas,BHS,2013,11.1,166,207,126,North America,13.91,"10,627,600,000"
Ecuador,ECU,2013,8.3,122,152,91,South America,62.88,"95,129,659,000"
Bahrain,BHR,2013,9.0,63,68,53,Asia,2.49,"32,539,547,872"
Germany,DEU,2013,14.0,73,93,51,Europe,153.07999999999998,"3,752,513,503,278"
Switzerland,CHE,2013,13.4,53,67,39,Europe,170.26,"688,504,173,431"
Singapore,SGP,2013,11.4,56,72,40,Asia,137.87,"304,454,327,499"
Colombia,COL,2013,7.8,139,185,93,South America,63.53,"380,191,881,860"
El Salvador,SLV,2013,6.6,184,271,107,North America,116.06,"21,977,401,900"
Paraguay,PRY,2013,8.3,148,168,127,South America,75.39,"28,965,906,502"
Malta,MLT,2013,11.0,57,73,40,Europe,57.22,"10,145,114,180"
Ireland,IRL,2013,11.8,64,80,47,Europe,117.41,"239,389,340,720"
Cuba,CUB,2013,11.0,96,118,72,North America,190.46,"77,148,000,000"
Finland,FIN,2013,12.3,78,105,49,Europe,196.83,"269,980,111,643"
Poland,POL,2013,12.1,121,174,67,Europe,187.59,"524,234,322,597"
Grenada,GRD,2013,8.5,145,188,100,North America,0.0,"842,620,111"
Slovakia,SVK,2013,12.2,111,156,65,Europe,143.91,"98,478,349,315"
Belize,BLZ,2013,10.5,184,227,138,North America,56.4,"1,612,573,850"
Thailand,THA,2014,7.6,151,208,94,Asia,76.96000000000001,"407,339,361,696"
Sweden,SWE,2014,12.3,55,67,43,Europe,149.05,"573,817,719,109"
Turkmenistan,TKM,2014,9.8,199,265,135,Asia,28.15,"43,524,210,526"
Uruguay,URY,2014,8.6,114,150,79,South America,248.64,"57,236,013,086"
Ukraine,UKR,2014,11.3,212,312,113,Europe,250.5,"133,503,411,376"
Suriname,SUR,2014,8.2,184,226,139,South America,357.34000000000003,"5,240,606,061"
Turkey,TUR,2014,7.6,107,142,74,Asia,30.83,"934,185,915,467"
Antigua and Barbuda,ATG,2014,9.2,127,144,111,North America,0.0,"1,280,133,333"
Switzerland,CHE,2014,13.4,50,63,37,Europe,162.1,"709,182,559,935"
Armenia,ARM,2014,11.5,118,180,66,Asia,37.01,"11,609,512,940"
Argentina,ARG,2014,9.8,113,145,80,South America,111.35,"526,319,673,732"
France,FRA,2014,11.4,74,99,50,Europe,179.56,"2,852,165,760,630"
Uzbekistan,UZB,2014,11.3,139,177,102,Asia,85.12,"63,067,077,179"
Luxembourg,LUX,2014,12.0,55,69,39,Europe,147.88,"66,327,344,189"
El Salvador,SLV,2014,6.5,182,269,105,North America,101.84,"22,585,841,200"
Poland,POL,2014,11.3,115,164,64,Europe,178.3,"545,179,584,720"
Belize,BLZ,2014,10.5,183,226,137,North America,90.95,"1,703,951,050"
Iceland,ISL,2014,12.2,55,67,42,Europe,197.96,"17,304,033,021"
Paraguay,PRY,2014,8.2,147,166,126,South America,72.15,"30,881,166,852"
Bosnia and Herzegovina,BIH,2014,9.2,96,126,65,Europe,109.5,"18,558,343,508"
Kyrgyzstan,KGZ,2014,10.8,175,243,106,Asia,111.79,"7,468,096,567"
Panama,PAN,2014,9.9,111,144,77,North America,55.980000000000004,"49,921,464,400"
Brazil,BRA,2014,7.4,145,196,93,South America,73.13,"2,455,993,625,159"
Ecuador,ECU,2014,8.5,119,149,89,South America,66.02,"101,726,331,000"
Ireland,IRL,2014,12.3,62,78,46,Europe,119.68,"258,099,014,042"
Oman,OMN,2014,9.3,100,113,71,Asia,1.51,"81,076,723,017"
Israel,ISR,2014,12.9,58,74,42,Asia,71.25999999999999,"308,416,982,140"
Norway,NOR,2014,12.5,57,69,43,Europe,127.22999999999999,"499,338,534,779"
Kazakhstan,KAZ,2014,11.7,199,280,119,Asia,257.09,"221,415,572,820"
Nicaragua,NIC,2014,6.5,150,196,107,North America,71.4,"11,880,438,824"
Bulgaria,BGR,2014,10.9,141,191,88,Europe,139.77,"56,731,990,232"
Colombia,COL,2014,8.0,139,185,92,South America,66.62,"378,195,716,714"
Denmark,DNK,2014,12.8,68,85,51,Europe,137.73,"352,993,633,221"
Netherlands,NLD,2014,12.1,59,67,51,Europe,121.42,"879,635,084,125"
Italy,ITA,2014,10.1,54,68,39,Europe,82.13,"2,151,732,868,243"
Malta,MLT,2014,11.1,53,69,36,Europe,102.08,"11,234,045,376"
Australia,AUS,2014,12.7,61,77,45,Oceania,149.07,"1,464,955,475,994"
Mexico,MEX,2014,8.4,129,167,91,North America,68.38,"1,314,385,330,073"
Cyprus,CYP,2014,11.9,61,79,44,Asia,57.1,"23,359,294,149"
Japan,JPN,2014,12.5,54,70,38,Asia,218.21,"4,850,413,536,038"
Mauritius,MUS,2014,9.1,148,194,99,Africa,115.45,"12,803,445,934"
Portugal,PRT,2014,8.9,77,110,45,Europe,153.89000000000001,"229,629,822,122"
Belgium,BEL,2014,11.5,73,91,54,Europe,201.85,"530,770,977,634"
Hungary,HUN,2014,11.8,133,183,85,Europe,244.31,"140,118,140,455"
Georgia,GEO,2014,12.6,155,231,81,Asia,74.49,"16,509,305,828"
Spain,ESP,2014,9.7,58,77,38,Europe,104.35000000000001,"1,376,910,811,041"
Croatia,HRV,2014,11.1,94,130,57,Europe,222.04,"57,629,518,806"
South Africa,ZAF,2014,10.0,316,377,258,Africa,15.08,"350,904,575,292"
Austria,AUT,2014,12.1,65,84,45,Europe,209.82,"441,885,415,806"
Latvia,LVA,2014,12.9,159,234,86,Europe,248.81,"31,335,013,752"
Finland,FIN,2014,12.4,73,100,45,Europe,177.16,"272,609,288,690"
Germany,DEU,2014,14.0,70,90,49,Europe,153.04,"3,890,606,893,347"
Slovenia,SVN,2014,11.9,70,94,44,Europe,240.37,"49,904,928,335"
Slovakia,SVK,2014,12.3,109,155,62,Europe,132.82,"100,948,236,941"
Kuwait,KWT,2014,6.9,81,95,59,Asia,15.86,"162,631,412,509"
Greece,GRC,2014,10.5,67,92,42,Europe,59.82,"237,029,579,261"
Singapore,SGP,2014,11.4,55,69,40,Asia,131.78,"311,539,499,645"
Qatar,QAT,2014,9.8,64,68,48,Asia,18.99,"206,224,725,275"
Cuba,CUB,2014,11.2,95,119,71,North America,184.63,"80,656,100,000"
Bahrain,BHR,2014,9.1,62,68,50,Asia,6.5200000000000005,"33,387,712,766"
Grenada,GRD,2014,8.6,143,186,98,North America,0.0,"911,481,481"
Serbia,SRB,2014,10.7,106,140,72,Europe,216.78,"44,210,806,366"
Saint Lucia,LCA,2014,8.7,145,179,112,North America,91.56,"1,551,921,037"
Belarus,BLR,2014,12.1,175,261,90,Europe,252.91,"78,813,839,984"
Lithuania,LTU,2014,13.0,167,250,85,Europe,401.27,"48,516,371,721"
Guatemala,GTM,2014,6.4,169,218,124,North America,45.88,"58,722,323,918"
Costa Rica,CRI,2014,8.6,95,125,65,North America,70.85,"50,577,769,838"
Romania,ROU,2014,10.9,140,196,82,Europe,131.03,"199,493,490,983"
Estonia,EST,2014,12.6,124,183,65,Europe,258.91,"26,224,622,451"
Seychelles,SYC,2014,9.4,168,238,92,Africa,43.33,"1,342,997,306"
Chile,CHL,2014,10.1,88,116,60,South America,137.37,"260,584,090,571"
Kazakhstan,KAZ,2015,11.7,192,272,114,Asia,238.01999999999998,"184,388,432,149"
Antigua and Barbuda,ATG,2015,9.2,122,140,105,North America,15.62,"1,364,863,037"
Cuba,CUB,2015,11.4,94,118,70,North America,194.31,"87,132,800,000"
Japan,JPN,2015,12.5,53,68,36,Asia,206.04,"4,394,977,752,878"
Iceland,ISL,2015,12.2,54,68,40,Europe,140.65,"16,942,247,374"
Italy,ITA,2015,10.2,55,70,40,Europe,78.45,"1,832,868,490,534"
Ukraine,UKR,2015,11.3,188,276,102,Europe,244.72,"91,030,959,455"
Denmark,DNK,2015,12.5,66,81,51,Europe,121.42,"301,298,464,861"
Israel,ISR,2015,13.0,58,75,41,Asia,65.91,"299,093,839,690"
Ecuador,ECU,2015,8.4,117,146,88,South America,97.39,"99,290,381,000"
Hungary,HUN,2015,11.8,132,179,86,Europe,257.27,"122,879,042,002"
Estonia,EST,2015,12.7,116,169,63,Europe,205.38,"22,566,956,982"
Guatemala,GTM,2015,6.3,165,213,120,North America,44.85,"63,767,597,194"
Uruguay,URY,2015,8.7,114,149,80,South America,270.02,"53,274,304,222"
Grenada,GRD,2015,8.7,141,184,97,North America,0.0,"997,007,926"
Greece,GRC,2015,10.6,68,92,42,Europe,56.06,"195,541,761,243"
Germany,DEU,2015,14.1,71,92,50,Europe,150.34,"3,375,611,100,742"
Finland,FIN,2015,12.4,70,94,44,Europe,161.19,"232,464,833,066"
Georgia,GEO,2015,12.7,156,232,82,Asia,84.67999999999999,"13,993,546,732"
Cyprus,CYP,2015,11.9,57,75,38,Asia,49.589999999999996,"19,676,167,240"
Kyrgyzstan,KGZ,2015,10.8,167,229,106,Asia,98.37,"6,678,178,340"
Australia,AUS,2015,12.8,62,79,46,Oceania,154.18,"1,349,034,029,453"
Malta,MLT,2015,11.2,55,70,39,Europe,78.27,"10,574,026,838"
Serbia,SRB,2015,11.0,106,140,72,Europe,205.97,"37,160,332,465"
Armenia,ARM,2015,11.6,121,182,69,Asia,45.28,"10,553,337,673"
Romania,ROU,2015,10.9,136,191,79,Europe,133.54999999999998,"177,911,101,680"
Seychelles,SYC,2015,9.5,166,236,91,Africa,81.25,"1,375,604,279"
Qatar,QAT,2015,9.8,63,67,47,Asia,18.84,"164,641,483,516"
Belgium,BEL,2015,11.7,72,89,54,Europe,196.66,"455,039,563,133"
Poland,POL,2015,12.1,115,165,63,Europe,166.99,"477,355,617,456"
Belize,BLZ,2015,10.5,182,226,135,North America,135.46,"1,778,567,600"
Switzerland,CHE,2015,13.4,50,62,37,Europe,164.66,"679,289,166,858"
Turkmenistan,TKM,2015,9.8,198,262,136,Asia,28.48,"35,799,628,571"
Panama,PAN,2015,9.9,112,146,77,North America,44.9,"54,315,722,500"
Brazil,BRA,2015,7.6,145,196,93,South America,77.45,"1,802,214,373,741"
Argentina,ARG,2015,9.8,113,145,80,South America,112.13,"594,749,285,413"
Norway,NOR,2015,12.5,54,65,42,Europe,136.43,"386,663,139,403"
Nicaragua,NIC,2015,6.5,148,193,105,North America,69.87,"12,611,087,031"
Singapore,SGP,2015,11.5,54,67,40,Asia,109.28999999999999,"304,097,759,674"
Colombia,COL,2015,8.1,138,183,92,South America,70.39999999999999,"291,519,591,533"
Croatia,HRV,2015,11.2,96,132,59,Europe,229.68,"49,425,513,611"
Latvia,LVA,2015,12.8,154,227,83,Europe,251.47,"26,972,863,394"
Turkey,TUR,2015,7.8,106,141,72,Asia,28.47,"859,796,872,794"
Lithuania,LTU,2015,13.0,165,247,85,Europe,385.48,"41,508,609,233"
Spain,ESP,2015,9.7,58,77,39,Europe,97.38000000000001,"1,197,789,902,774"
Luxembourg,LUX,2015,12.0,52,69,33,Europe,134.4,"57,784,495,265"
Netherlands,NLD,2015,12.1,58,66,50,Europe,126.93,"757,999,453,314"
Sweden,SWE,2015,12.4,54,67,40,Europe,149.3,"497,918,109,302"
Mauritius,MUS,2015,9.1,148,195,98,Africa,99.97,"11,692,287,066"
South Africa,ZAF,2015,10.1,305,362,250,Africa,13.0,"317,741,039,198"
Mexico,MEX,2015,8.6,128,167,90,North America,66.57,"1,169,622,672,463"
Austria,AUT,2015,12.1,64,84,44,Europe,194.62,"382,065,930,308"
Slovenia,SVN,2015,12.0,74,101,45,Europe,264.81,"43,072,415,017"
Thailand,THA,2015,7.6,149,205,92,Asia,81.15,"401,399,422,443"
Chile,CHL,2015,10.3,88,115,60,South America,147.68,"243,999,477,738"
Armenia,ARM,2016,11.7,116,176,65,Asia,40.56,"10,546,135,160"
Austria,AUT,2016,12.1,62,80,44,Europe,183.23,"390,799,991,147"
Romania,ROU,2016,11.0,135,191,77,Europe,116.33,"187,805,922,349"
Croatia,HRV,2016,11.3,88,124,51,Europe,213.56,"51,338,524,831"
Sweden,SWE,2016,12.4,52,64,40,Europe,138.84,"514,459,972,806"
Qatar,QAT,2016,9.8,62,66,47,Asia,16.43,"152,451,923,077"
Hungary,HUN,2016,11.9,126,173,79,Europe,241.34,"125,816,640,421"
Netherlands,NLD,2016,12.1,59,66,52,Europe,127.39,"777,227,541,581"
Thailand,THA,2016,7.6,147,203,91,Asia,77.32,"411,755,164,833"
Mongolia,MNG,2016,10.1,211,294,127,Asia,184.39,"11,183,458,131"
Cyprus,CYP,2016,12.1,55,73,37,Asia,47.15,"20,153,871,681"
Mauritius,MUS,2016,9.3,145,194,94,Africa,99.3,"12,232,463,656"
Lithuania,LTU,2016,13.0,155,231,79,Europe,361.72,"42,773,029,835"
Grenada,GRD,2016,8.7,140,183,96,North America,0.0,"1,056,188,593"
Iceland,ISL,2016,12.4,55,67,42,Europe,138.07,"20,304,098,101"
